,project_group_id,project_name,num_workflows,num_workflows_prev,num_agents,num_agents_prev,num_submissions,num_submissions_prev,num_submissions_per_min,num_submissions_per_min_prev,avg_first_good_submission_rate,avg_first_good_submission_rate_prev,avg_rejection_rate,avg_rejection_rate_prev,avg_quality_score,avg_quality_score_prev,avg_rework_time,avg_rework_time_prev,num_workflows_movt,num_agents_movt,num_submissions_movt,num_submissions_per_min_movt,avg_first_good_submission_rate_movt,avg_rejection_rate_movt,avg_quality_score_movt,avg_rework_time_movt,is_missing
70,107,HOR1 - Titles Only - inventory,1,9,1,9,1.0,353.0,1.1627906976744187,170.53140096618355,0.0,61.30666666666666,0.0,0.24087829877962919,100.0,92.61333333333333,0.86,0.7711111111111111,-0.8888888888888888,-0.8888888888888888,-0.9971671388101983,-0.9931813689966401,-1.0,-1.0,0.07975813417794418,0.11527377521613835,False
71,293,GPL6_FRLPGH_AVATAREVAL_PROD_NEW,245,143,245,143,4238.0,2309.0,213.52057760841987,137.59110248065446,85.9122448979592,78.01818181818177,0.11681962132736329,0.09991015761615801,88.45155172413797,93.67622377622375,10.558448979591837,8.86251748251748,0.7132867132867133,0.7132867132867133,0.8354265915980944,0.5518487297421083,0.10118235129055199,0.1692466923750562,-0.055773726154532174,0.19136001710798448,False
72,293,GPL6_ARVR_PERSON_CLOTH_POLY_PROD,2,104,2,104,5.0,283.0,0.779423226812159,10.700405373470758,0.0,27.163461538461537,0.25,0.14150675713175714,,96.11103896103893,6.415,12.963269230769233,-0.9807692307692307,-0.9807692307692307,-0.9823321554770318,-0.9271594673651744,-1.0,0.7667000860405885,,-0.5051402631696066,False
73,1372,JPU3 Image Simple Taxonomy - PROD,1,,1,,2.0,,2.941176470588235,,0.0,,0.0,,,,0.68,,,,,,,,,,True
74,1447,RGZ1 Production CA Almonds - Low Res,13,4,13,4,6754.0,17.0,10893.548387096775,39.080459770114935,0.0,0.0,0.011495399108746876,0.1111111111111111,,100.0,0.62,0.43500000000000005,2.25,2.25,396.29411764705884,277.7466793168881,,-0.8965414080212781,,0.4252873563218389,False
75,817,New Image Annotation 1.0 Test Project,1,1,0,0,2.0,2.0,0.5449591280653951,0.40567951318458423,0.0,0.0,0.0,1.0,,,3.67,0.0,0.0,nan,0.0,0.3433242506811989,,-1.0,,inf,False
76,1413,PSZ1 - Production - Annotation Workflow,37,23,37,23,392.0,278.0,6.562628671230582,5.382607963633301,87.61702702702702,95.30695652173914,0.07913449163449161,0.04183014209362187,92.53555555555555,97.3121739130435,2.5418918918918916,1.345217391304348,0.6086956521739131,0.6086956521739131,0.41007194244604317,0.21922843267982647,-0.08068592026604139,0.8918054702605899,-0.04908551690311895,0.8895770366358599,False
77,1448,UGU1-R2-C4 Phone Re-labeling - SkipFrames,75,67,75,67,1783.0,1985.0,25.665065378983147,24.96199252988983,54.88879999999999,62.718507462686574,0.12400145588835854,0.4276604792118894,100.0,100.0,3.0758666666666667,2.4305970149253735,0.11940298507462686,0.11940298507462686,-0.1017632241813602,0.028165734295907994,-0.12483886781497074,-0.710046960343697,0.0,0.26547784259543533,False
78,1483,BD100K,1,1,0,0,2.0,4.0,8.333333333333334,3.9603960396039604,100.0,100.0,0.0,0.0,,,0.0,0.0,0.0,nan,-0.5,1.1041666666666667,0.0,,,,False
79,1165,KeyPoints,7,3,7,3,19.0,9.0,1.19400305233863,0.7590666291818949,100.0,100.0,0.0,0.0,,,0.0,0.0,1.3333333333333333,1.3333333333333333,1.1111111111111112,0.5729884656179653,0.0,,,,False
80,1475,camila-test-1,1,,0,,2.0,,8.0,,100.0,,0.0,,,,0.0,,,,,,,,,,True
81,1784,Cars annotation,1,,0,,2.0,,5.0,,100.0,,0.0,,,,0.0,,,,,,,,,,True
82,1351,TBM4-C Training,1,,1,,2.0,,0.006204051245463287,,100.0,,0.0,,,,0.0,,,,,,,,,,True
83,1771,Segmentation test,1,,0,,2.0,,0.20449897750511248,,100.0,,0.0,,,,0.0,,,,,,,,,,True
84,1351,TBM4-C Production,26,18,26,18,83.0,37.0,0.5205129874985227,0.18478031673454895,100.0,100.0,0.0,0.0,,,0.0,0.0,0.4444444444444444,0.4444444444444444,1.2432432432432432,1.816928754626389,0.0,,,,False
85,1351,TBM4-B2 Production,18,13,18,13,119.0,90.0,2.176829268292683,1.607120781307949,100.0,100.0,0.0,0.0,,,0.0,0.0,0.38461538461538464,0.38461538461538464,0.32222222222222224,0.3544901500938086,0.0,,,,False
86,675,GSE10-R2 Production,15,,15,,177.0,,5.039958996943755,,100.0,,0.0,,100.0,,0.0,,,,,,,,,,True
87,1772,Cuboid Training: TCS,52,,52,,53.0,,0.028172086471132354,,100.0,,0.0,,,,0.0,,,,,,,,,,True
88,1362,BPG-P1-DS2 - Training,296,60,274,52,1555.0,216.0,9.932710140004858,0.4419889502762431,100.0,100.0,0.0,0.0,,,0.0,0.11066666666666665,3.933333333333333,4.269230769230769,6.199074074074074,21.47275669176099,0.0,,,-1.0,False
89,450,DBE1 Freespace New Attr,4,,4,,10.0,,0.09277728811986825,,100.0,,0.0,,,,0.0,,,,,,,,,,True
90,1435,Brightskies CFT1 AMPS TPF,1,,0,,2.0,,0.34071550255536626,,100.0,,0.0,,,,0.0,,,,,,,,,,True
91,1392,FHT1 - Keypoints - One Step,1,13,1,13,112.0,1910.0,54.90196078431372,1339.2664509169363,100.0,98.1423076923077,0.0,0.01857173239737494,,,1.96,0.0,-0.9230769230769231,-0.9230769230769231,-0.9413612565445026,-0.9590059463173106,0.018928557432299993,-1.0,,inf,False
92,1360,OMJ1 - Polygon - Production,112,89,112,89,291.0,224.0,1.4297640266422527,0.9995282122553509,95.95250000000003,89.98146067415728,0.044494047619047614,0.0842696629213483,99.36977011494254,99.44488636363637,0.5384821428571428,11.3161797752809,0.25842696629213485,0.25842696629213485,0.29910714285714285,0.43043889018010906,0.06635855076264215,-0.47200396825396823,-0.0007553555687032162,-0.9524148472761624,False
